platform ,game  ,date ,ts         ,rtt                ,bitrate            ,fps                ,jb_delay           ,max_decode_ms
stadia   ,acv   ,0908 ,1631132275 ,8.0                ,18694872.533333335 ,60.81666666666667  ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132276 ,8.0                ,17979527.333333332 ,60.68333333333333  ,11.0               ,15.5
stadia   ,acv   ,0908 ,1631132277 ,8.0                ,18000150.4         ,60.6               ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132278 ,8.0                ,18558367.866666667 ,60.68333333333333  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132279 ,8.0                ,18514269.2         ,60.666666666666664 ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132280 ,8.0                ,18452039.2         ,60.583333333333336 ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132281 ,8.0                ,17891121.866666667 ,60.5               ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132282 ,8.0                ,18644405.333333332 ,60.6               ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132283 ,8.0                ,17660268.133333333 ,60.71666666666667  ,11.0               ,14.8
stadia   ,acv   ,0908 ,1631132284 ,7.090909090909091  ,17106345.6         ,60.8               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132285 ,7.0                ,17279873.6         ,60.666666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132286 ,7.4                ,17405857.866666667 ,60.583333333333336 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132287 ,8.0                ,18182200.666666668 ,60.516666666666666 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132288 ,8.0                ,19459654.666666668 ,60.55              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132289 ,8.0                ,20150647.333333332 ,60.666666666666664 ,11.033333333333333 ,14.0
stadia   ,acv   ,0908 ,1631132290 ,8.0                ,20062902.0         ,60.65              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132291 ,9.818181818181818  ,21413590.4         ,60.61666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132292 ,12.0               ,21355436.8         ,60.53333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132293 ,12.0               ,21187491.333333332 ,60.68333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132294 ,17.454545454545453 ,20757087.6         ,60.666666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132295 ,18.0               ,18975617.466666665 ,60.71666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132296 ,14.0               ,17386765.694915254 ,60.610169491525426 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132297 ,8.0                ,16233598.68852459  ,60.049180327868854 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132298 ,8.0                ,16271326.508474575 ,59.28813559322034  ,11.0               ,14.169491525423728
stadia   ,acv   ,0908 ,1631132299 ,8.0                ,17495954.360655736 ,60.63934426229508  ,11.0               ,14.721311475409836
stadia   ,acv   ,0908 ,1631132300 ,8.0                ,17548238.933333334 ,60.53333333333333  ,11.0               ,14.483333333333333
stadia   ,acv   ,0908 ,1631132301 ,8.0                ,16906856.949152544 ,59.66101694915254  ,11.0               ,14.64406779661017
stadia   ,acv   ,0908 ,1631132302 ,8.0                ,16248245.466666667 ,59.5               ,11.0               ,14.833333333333334
stadia   ,acv   ,0908 ,1631132303 ,8.0                ,16339496.4         ,59.68333333333333  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132304 ,7.090909090909091  ,17661755.147540983 ,60.540983606557376 ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132305 ,7.0                ,19096902.0         ,60.71666666666667  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132306 ,7.0                ,18113987.525423728 ,60.54237288135593  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132307 ,7.0                ,17336733.6         ,60.65              ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132308 ,7.0                ,17072257.04918033  ,60.68852459016394  ,11.0               ,14.573770491803279
stadia   ,acv   ,0908 ,1631132309 ,7.9                ,16447081.491525425 ,60.59322033898305  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132310 ,8.0                ,17379159.333333332 ,60.416666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132311 ,7.636363636363637  ,17549872.933333334 ,59.9               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132312 ,7.0                ,17506580.721311476 ,60.21311475409836  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132313 ,7.0                ,17582792.40677966  ,59.88135593220339  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132314 ,7.818181818181818  ,18321226.0         ,60.666666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132315 ,8.0                ,18944802.666666668 ,60.483333333333334 ,11.0               ,14.9
stadia   ,acv   ,0908 ,1631132316 ,9.666666666666666  ,19172794.666666668 ,60.6078431372549   ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132319 ,8.555555555555555  ,11012490.412698412 ,50.15343915343915  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132320 ,8.0                ,19509910.266666666 ,64.9               ,11.0               ,15.9
stadia   ,acv   ,0908 ,1631132321 ,7.636363636363637  ,20992842.533333335 ,60.68333333333333  ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132322 ,7.0                ,21974170.933333334 ,60.68333333333333  ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132323 ,7.0                ,22097700.8         ,60.71666666666667  ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132324 ,11.909090909090908 ,21518054.933333334 ,60.55              ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132325 ,13.0               ,21747701.733333334 ,60.68333333333333  ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132326 ,11.5               ,19943652.933333334 ,60.733333333333334 ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132327 ,8.0                ,17516867.466666665 ,60.71666666666667  ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132328 ,8.0                ,17003480.8         ,59.6               ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132329 ,8.0                ,17152674.533333335 ,60.61666666666667  ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132330 ,8.0                ,16312002.933333334 ,60.733333333333334 ,11.0               ,15.416666666666666
stadia   ,acv   ,0908 ,1631132331 ,8.3                ,16452654.4         ,60.61666666666667  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132332 ,9.0                ,16698894.8         ,59.78333333333333  ,11.0               ,14.716666666666667
stadia   ,acv   ,0908 ,1631132333 ,9.0                ,17474073.066666666 ,60.516666666666666 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132334 ,7.2                ,18997214.533333335 ,60.416666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132335 ,7.0                ,21442832.4         ,60.63333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132336 ,8.818181818181818  ,20895775.466666665 ,60.78333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132337 ,12.0               ,19849693.466666665 ,60.516666666666666 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132338 ,12.0               ,19516496.0         ,60.6               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132339 ,7.909090909090909  ,18945785.466666665 ,60.766666666666666 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132340 ,7.0                ,18378936.4         ,60.65              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132341 ,7.3                ,18133941.066666666 ,60.6               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132342 ,8.0                ,18199591.066666666 ,60.71666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132343 ,8.0                ,17518659.2         ,60.61666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132344 ,7.2                ,17859728.8         ,60.55              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132345 ,7.0                ,18545151.733333334 ,60.06666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132346 ,7.0                ,19476746.533333335 ,59.96666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132347 ,7.0                ,19590832.4         ,60.63333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132348 ,7.0                ,19678428.19672131  ,60.68852459016394  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132349 ,7.8                ,19825152.813559324 ,60.74576271186441  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132350 ,8.0                ,17797239.733333334 ,60.666666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132351 ,7.7272727272727275 ,17540616.933333334 ,60.65              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132352 ,7.0                ,19091464.933333334 ,60.53333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132353 ,7.0                ,21537994.8         ,60.6               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132354 ,7.0                ,22026800.533333335 ,60.61666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132355 ,7.0                ,19352318.933333334 ,60.75              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132356 ,7.3                ,18864788.4         ,59.95              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132357 ,8.0                ,18550603.866666667 ,60.25              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132358 ,8.0                ,19202442.0         ,60.53333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132359 ,15.2               ,20307013.333333332 ,60.55              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132360 ,17.0               ,21188163.466666665 ,60.56666666666667  ,11.0               ,14.366666666666667
stadia   ,acv   ,0908 ,1631132361 ,14.272727272727273 ,21231256.933333334 ,60.63333333333333  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132362 ,7.0                ,21513838.0         ,60.65              ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132363 ,7.0                ,20732966.0         ,60.56666666666667  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132364 ,7.7                ,20989816.0         ,60.71666666666667  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132365 ,8.0                ,20875656.933333334 ,60.583333333333336 ,11.0               ,15.233333333333333
stadia   ,acv   ,0908 ,1631132366 ,8.0                ,20479017.866666667 ,60.68333333333333  ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132367 ,8.0                ,19842376.133333333 ,60.583333333333336 ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132368 ,8.0                ,19824538.666666668 ,60.61666666666667  ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132369 ,8.0                ,19575490.4         ,60.766666666666666 ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132370 ,8.0                ,19240850.8         ,60.56666666666667  ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132371 ,8.0                ,18781014.8         ,60.6               ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132372 ,8.0                ,19399161.733333334 ,60.55              ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132373 ,8.0                ,17375000.0         ,60.15              ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132374 ,8.0                ,18800150.266666666 ,59.9               ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132375 ,8.0                ,19421539.2         ,60.61666666666667  ,11.0               ,16.0
stadia   ,acv   ,0908 ,1631132376 ,8.0                ,17178535.6         ,59.983333333333334 ,11.0               ,15.25
stadia   ,acv   ,0908 ,1631132377 ,8.0                ,16791282.0         ,60.36666666666667  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132378 ,8.0                ,16372497.333333334 ,60.7               ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132379 ,8.0                ,16344020.133333333 ,60.083333333333336 ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132380 ,8.0                ,17589048.933333334 ,59.86666666666667  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132381 ,7.8                ,17911092.533333335 ,59.9               ,11.0               ,14.516666666666667
stadia   ,acv   ,0908 ,1631132382 ,7.0                ,17113770.666666668 ,60.6               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132383 ,7.0                ,17134008.4         ,60.55              ,11.0               ,14.383333333333333
stadia   ,acv   ,0908 ,1631132384 ,8.4                ,16950728.666666668 ,59.71666666666667  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132385 ,9.0                ,17693748.8         ,60.6               ,11.0               ,14.883333333333333
stadia   ,acv   ,0908 ,1631132386 ,8.6                ,17960548.4         ,59.71666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132387 ,7.0                ,18488402.8         ,60.4               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132388 ,7.0                ,18812853.066666666 ,60.6               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132389 ,7.7                ,19102728.533333335 ,60.483333333333334 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132390 ,8.0                ,19235965.466666665 ,60.166666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132391 ,8.0                ,19460850.533333335 ,59.95              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132392 ,8.0                ,20030967.066666666 ,60.68333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132393 ,8.0                ,19791708.933333334 ,60.55              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132394 ,8.0                ,20250326.933333334 ,60.63333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132395 ,8.0                ,20432048.8         ,60.65              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132396 ,8.0                ,17486802.4         ,60.666666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132397 ,8.0                ,18061206.533333335 ,60.61666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132398 ,8.0                ,16777728.933333334 ,60.75              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132399 ,8.0                ,16990430.666666668 ,60.583333333333336 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132400 ,8.0                ,17360675.866666667 ,59.71666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132401 ,8.0                ,17128602.266666666 ,60.733333333333334 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132402 ,8.0                ,17642767.066666666 ,60.483333333333334 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132403 ,8.0                ,20999589.333333332 ,60.36666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132404 ,10.545454545454545 ,22244587.6         ,60.63333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132405 ,12.0               ,21634877.866666667 ,60.56666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132406 ,11.5               ,20749699.333333332 ,60.63333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132407 ,7.0                ,19936277.2         ,60.71666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132408 ,7.0                ,19685969.733333334 ,60.666666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132409 ,7.6                ,18078021.066666666 ,60.733333333333334 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132410 ,8.0                ,17250387.2         ,60.6               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132411 ,7.818181818181818  ,16712023.6         ,60.65              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132412 ,7.0                ,16969588.0         ,60.63333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132413 ,7.0                ,17893645.866666667 ,60.6               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132414 ,7.636363636363637  ,16541904.0         ,60.36666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132415 ,8.0                ,17494468.8         ,60.016666666666666 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132416 ,8.0                ,17201407.2         ,60.55              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132417 ,8.0                ,18856036.4         ,60.516666666666666 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132418 ,8.0                ,19766046.933333334 ,60.61666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132419 ,7.4                ,23291890.533333335 ,60.45              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132420 ,7.0                ,24968141.466666665 ,60.53333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132421 ,7.1                ,24720245.066666666 ,60.5               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132422 ,8.0                ,25068803.066666666 ,60.68333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132423 ,8.0                ,24991951.466666665 ,60.733333333333334 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132424 ,8.0                ,22665393.6         ,60.666666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132425 ,8.0                ,22076581.733333334 ,60.75              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132426 ,8.0                ,20715507.2         ,60.5               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132427 ,9.0                ,21178556.0         ,60.666666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132428 ,9.0                ,19350904.666666668 ,60.766666666666666 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132429 ,8.4                ,17853060.933333334 ,60.46666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132430 ,8.0                ,18887711.333333332 ,60.68333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132431 ,8.0                ,19860367.466666665 ,60.666666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132432 ,8.0                ,19652905.333333332 ,60.583333333333336 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132433 ,8.0                ,19919666.933333334 ,60.63333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132434 ,8.0                ,20879852.8         ,60.53333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132435 ,8.0                ,20225018.666666668 ,60.65              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132436 ,8.0                ,19712749.333333332 ,60.56666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132437 ,8.0                ,20018852.8         ,60.483333333333334 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132438 ,8.0                ,19443144.0         ,60.583333333333336 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132439 ,7.454545454545454  ,18882188.8         ,60.75              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132440 ,7.0                ,18955956.533333335 ,60.63333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132441 ,7.0                ,18223008.8         ,60.56666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132442 ,8.0                ,17787743.2         ,60.583333333333336 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132443 ,8.0                ,17511885.733333334 ,60.81666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132444 ,8.0                ,16673711.733333332 ,60.65              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132445 ,8.0                ,16554364.666666666 ,60.55              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132446 ,8.0                ,16218245.333333334 ,60.733333333333334 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132447 ,8.0                ,16384378.666666666 ,60.46666666666667  ,11.0               ,13.55
stadia   ,acv   ,0908 ,1631132448 ,8.0                ,19895707.866666667 ,60.483333333333334 ,11.0               ,13.333333333333334
stadia   ,acv   ,0908 ,1631132449 ,8.0                ,21403587.333333332 ,60.7               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132450 ,8.0                ,18946015.733333334 ,60.583333333333336 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132451 ,8.0                ,19557993.733333334 ,60.4               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132452 ,8.0                ,24280698.8         ,60.45              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132453 ,8.0                ,22135739.066666666 ,60.75              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132454 ,9.5                ,20436153.466666665 ,60.63333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132455 ,11.0               ,18258976.266666666 ,60.833333333333336 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132456 ,11.0               ,16313598.4         ,60.583333333333336 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132457 ,8.0                ,16943230.133333333 ,60.45              ,11.0               ,14.733333333333333
stadia   ,acv   ,0908 ,1631132458 ,8.0                ,17085624.8         ,59.71666666666667  ,11.0               ,14.716666666666667
stadia   ,acv   ,0908 ,1631132459 ,7.545454545454546  ,17895668.0         ,60.666666666666664 ,11.0               ,14.433333333333334
stadia   ,acv   ,0908 ,1631132460 ,7.0                ,18439129.733333334 ,60.63333333333333  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132461 ,7.0                ,19222613.866666667 ,60.6               ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132462 ,8.0                ,20168753.066666666 ,60.733333333333334 ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132463 ,8.0                ,18479723.066666666 ,60.75              ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132464 ,7.5                ,18750502.666666668 ,60.483333333333334 ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132465 ,7.0                ,21815326.133333333 ,60.6               ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132466 ,7.0                ,19122731.2         ,60.7               ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132467 ,7.0                ,17389881.466666665 ,60.61666666666667  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132468 ,7.0                ,17321689.6         ,60.55              ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132469 ,7.5                ,17916579.2         ,60.53333333333333  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132470 ,8.0                ,18900164.133333333 ,60.56666666666667  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132471 ,8.0                ,19351992.933333334 ,60.63333333333333  ,11.0               ,15.0
stadia   ,acv   ,0908 ,1631132472 ,8.0                ,19871319.866666667 ,60.6               ,11.0               ,14.166666666666666
stadia   ,acv   ,0908 ,1631132473 ,8.0                ,20205131.6         ,60.666666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132474 ,8.0                ,20935960.533333335 ,60.65              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132475 ,8.0                ,20538752.8         ,60.65              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132476 ,8.0                ,19674475.333333332 ,60.78333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132477 ,8.0                ,19096139.333333332 ,60.85              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132478 ,8.0                ,17840659.066666666 ,60.65              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132479 ,8.0                ,16725898.266666668 ,59.95              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132480 ,8.0                ,18846158.266666666 ,60.05              ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132481 ,8.0                ,19079062.4         ,60.68333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132482 ,8.0                ,17116758.8         ,60.78333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132483 ,8.0                ,16146461.2         ,60.666666666666664 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132484 ,8.0                ,15966073.333333334 ,60.56666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132485 ,8.0                ,18163263.6         ,60.4               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132486 ,8.0                ,19317588.8         ,60.68333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132487 ,8.0                ,19114541.6         ,60.61666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132488 ,8.0                ,18837597.2         ,60.63333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132489 ,8.0                ,20571699.466666665 ,60.5               ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132490 ,8.0                ,20861114.533333335 ,60.68333333333333  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132491 ,8.0                ,20184499.866666667 ,60.733333333333334 ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132492 ,8.0                ,18298434.266666666 ,60.81666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132493 ,8.0                ,17149352.933333334 ,60.61666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132494 ,8.0                ,16651458.933333334 ,60.71666666666667  ,11.0               ,14.0
stadia   ,acv   ,0908 ,1631132495 ,8.0                ,16337598.133333333 ,60.55              ,11.0               ,13.583333333333334
stadia   ,acv   ,0908 ,1631132496 ,8.0                ,16218861.466666667 ,60.71666666666667  ,11.0               ,13.0
stadia   ,acv   ,0908 ,1631132497 ,8.0                ,16313156.266666668 ,60.55              ,11.0               ,13.0
stadia   ,acv   ,0908 ,1631132498 ,8.0                ,17745296.4         ,59.68333333333333  ,11.0               ,13.0
